season,round,id,abbr,type,totalPoints,nnTotalPoints
2024,1,ALP_GAS,GAS,driver,6,6
2024,1,ALP_OCO,OCO,driver,7,7
2024,1,AST_ALO,ALO,driver,7,10
2024,1,AST_STR,STR,driver,8,8
2024,1,FER_LEC,LEC,driver,22,24
2024,1,FER_SAI,SAI,driver,36,36
2024,1,HAA_HUL,HUL,driver,-3,3
2024,1,HAA_MAG,MAG,driver,7,7
2024,1,KCK_BOT,BOT,driver,0,3
2024,1,KCK_ZHO,ZHO,driver,11,11
2024,1,MCL_NOR,NOR,driver,16,16
2024,1,MCL_PIA,PIA,driver,10,10
2024,1,MER_HAM,HAM,driver,12,12
2024,1,MER_RUS,RUS,driver,20,22
2024,1,RED_PER,PER,driver,31,31
2024,1,RED_VER,VER,driver,45,45
2024,1,VRB_RIC,RIC,driver,5,5
2024,1,VRB_TSU,TSU,driver,-1,2
2024,1,WIL_ALB,ALB,driver,0,2
2024,1,WIL_SAR,SAR,driver,3,5
2024,2,ALP_GAS,GAS,driver,-20,0
2024,2,ALP_OCO,OCO,driver,8,8
2024,2,AST_ALO,ALO,driver,16,17
2024,2,AST_STR,STR,driver,-17,3
2024,2,FER_BEA,BEA,driver,26,26
2024,2,FER_LEC,LEC,driver,37,38
2024,2,FER_SAI,SAI,driver,0,0
2024,2,HAA_HUL,HUL,driver,9,9
2024,2,HAA_MAG,MAG,driver,7,7
2024,2,KCK_BOT,BOT,driver,-1,0
2024,2,KCK_ZHO,ZHO,driver,-2,3
2024,2,MCL_NOR,NOR,driver,8,10
2024,2,MCL_PIA,PIA,driver,23,23
2024,2,MER_HAM,HAM,driver,6,7
2024,2,MER_RUS,RUS,driver,15,15
2024,2,RED_PER,PER,driver,31,31
2024,2,RED_VER,VER,driver,36,36
2024,2,VRB_RIC,RIC,driver,0,2
2024,2,VRB_TSU,TSU,driver,-1,5
2024,2,WIL_ALB,ALB,driver,6,6
2024,2,WIL_SAR,SAR,driver,7,7
2024,3,ALP_GAS,GAS,driver,5,5
2024,3,ALP_OCO,OCO,driver,0,1
2024,3,AST_ALO,ALO,driver,9,9
2024,3,AST_STR,STR,driver,16,16
2024,3,FER_BEA,BEA,driver,0,0
2024,3,FER_LEC,LEC,driver,38,38
2024,3,FER_SAI,SAI,driver,46,46
2024,3,HAA_HUL,HUL,driver,11,11
2024,3,HAA_MAG,MAG,driver,8,8
2024,3,KCK_BOT,BOT,driver,2,3
2024,3,KCK_ZHO,ZHO,driver,4,4
2024,3,MCL_NOR,NOR,driver,23,23
2024,3,MCL_PIA,PIA,driver,21,21
2024,3,MER_HAM,HAM,driver,-19,1
2024,3,MER_RUS,RUS,driver,-3,7
2024,3,RED_PER,PER,driver,22,22
2024,3,RED_VER,VER,driver,-10,10
2024,3,VRB_RIC,RIC,driver,8,8
2024,3,VRB_TSU,TSU,driver,11,11
2024,3,WIL_ALB,ALB,driver,4,4
2024,3,WIL_SAR,SAR,driver,0,0
2024,4,ALP_GAS,GAS,driver,5,5
2024,4,ALP_OCO,OCO,driver,5,5
2024,4,AST_ALO,ALO,driver,14,15
2024,4,AST_STR,STR,driver,13,13
2024,4,FER_BEA,BEA,driver,0,0
2024,4,FER_LEC,LEC,driver,31,31
2024,4,FER_SAI,SAI,driver,28,28
2024,4,HAA_HUL,HUL,driver,10,10
2024,4,HAA_MAG,MAG,driver,9,9
2024,4,KCK_BOT,BOT,driver,8,9
2024,4,KCK_ZHO,ZHO,driver,-17,3
2024,4,MCL_NOR,NOR,driver,19,21
2024,4,MCL_PIA,PIA,driver,10,12
2024,4,MER_HAM,HAM,driver,5,7
2024,4,MER_RUS,RUS,driver,13,13
2024,4,RED_PER,PER,driver,33,33
2024,4,RED_VER,VER,driver,47,47
2024,4,VRB_RIC,RIC,driver,-19,1
2024,4,VRB_TSU,TSU,driver,10,10
2024,4,WIL_ALB,ALB,driver,-20,0
2024,4,WIL_SAR,SAR,driver,9,9
2024,5,ALP_GAS,GAS,driver,13,13
2024,5,ALP_OCO,OCO,driver,12,12
2024,5,AST_ALO,ALO,driver,15,36
2024,5,AST_STR,STR,driver,9,13
2024,5,FER_BEA,BEA,driver,0,0
2024,5,FER_LEC,LEC,driver,34,34
2024,5,FER_SAI,SAI,driver,30,30
2024,5,HAA_HUL,HUL,driver,4,11
2024,5,HAA_MAG,MAG,driver,17,17
2024,5,KCK_BOT,BOT,driver,-14,9
2024,5,KCK_ZHO,ZHO,driver,13,13
2024,5,MCL_NOR,NOR,driver,36,41
2024,5,MCL_PIA,PIA,driver,12,15
2024,5,MER_HAM,HAM,driver,30,30
2024,5,MER_RUS,RUS,driver,27,27
2024,5,RED_PER,PER,driver,40,41
2024,5,RED_VER,VER,driver,58,58
2024,5,VRB_RIC,RIC,driver,-9,11
2024,5,VRB_TSU,TSU,driver,-6,14
2024,5,WIL_ALB,ALB,driver,11,11
2024,5,WIL_SAR,SAR,driver,8,8
2024,6,ALP_GAS,GAS,driver,15,15
2024,6,ALP_OCO,OCO,driver,11,13
2024,6,AST_ALO,ALO,driver,9,18
2024,6,AST_STR,STR,driver,-19,7
2024,6,FER_BEA,BEA,driver,0,0
2024,6,FER_LEC,LEC,driver,33,34
2024,6,FER_SAI,SAI,driver,26,28
2024,6,HAA_HUL,HUL,driver,13,15
2024,6,HAA_MAG,MAG,driver,1,6
