season,round,id,abbr,type,totalPoints,nnTotalPoints
2024,6,KCK_BOT,BOT,driver,10,10
2024,6,KCK_ZHO,ZHO,driver,20,20
2024,6,MCL_NOR,NOR,driver,25,45
2024,6,MCL_PIA,PIA,driver,22,29
2024,6,MER_HAM,HAM,driver,20,24
2024,6,MER_RUS,RUS,driver,10,12
2024,6,RED_PER,PER,driver,30,30
2024,6,RED_VER,VER,driver,40,41
2024,6,VRB_RIC,RIC,driver,16,16
2024,6,VRB_TSU,TSU,driver,23,23
2024,6,WIL_ALB,ALB,driver,10,14
2024,6,WIL_SAR,SAR,driver,-7,13
2024,7,ALP_GAS,GAS,driver,1,2
2024,7,ALP_OCO,OCO,driver,1,3
2024,7,AST_ALO,ALO,driver,2,2
2024,7,AST_STR,STR,driver,12,12
2024,7,FER_BEA,BEA,driver,0,0
2024,7,FER_LEC,LEC,driver,24,24
2024,7,FER_SAI,SAI,driver,17,18
2024,7,HAA_HUL,HUL,driver,3,4
2024,7,HAA_MAG,MAG,driver,13,13
2024,7,KCK_BOT,BOT,driver,-2,0
2024,7,KCK_ZHO,ZHO,driver,5,5
2024,7,MCL_NOR,NOR,driver,37,37
2024,7,MCL_PIA,PIA,driver,24,24
2024,7,MER_HAM,HAM,driver,16,16
2024,7,MER_RUS,RUS,driver,23,24
2024,7,RED_PER,PER,driver,11,11
2024,7,RED_VER,VER,driver,35,35
2024,7,VRB_RIC,RIC,driver,-2,2
2024,7,VRB_TSU,TSU,driver,4,7
2024,7,WIL_ALB,ALB,driver,-20,0
2024,7,WIL_SAR,SAR,driver,-2,3
2024,8,ALP_GAS,GAS,driver,2,2
2024,8,ALP_OCO,OCO,driver,-19,1
2024,8,AST_ALO,ALO,driver,5,5
2024,8,AST_STR,STR,driver,2,3
2024,8,FER_BEA,BEA,driver,0,0
2024,8,FER_LEC,LEC,driver,45,45
2024,8,FER_SAI,SAI,driver,23,23
2024,8,HAA_HUL,HUL,driver,-32,3
2024,8,HAA_MAG,MAG,driver,-33,2
2024,8,KCK_BOT,BOT,driver,8,8
2024,8,KCK_ZHO,ZHO,driver,2,2
2024,8,MCL_NOR,NOR,driver,19,19
2024,8,MCL_PIA,PIA,driver,27,27
2024,8,MER_HAM,HAM,driver,20,20
2024,8,MER_RUS,RUS,driver,16,16
2024,8,RED_PER,PER,driver,-20,0
2024,8,RED_VER,VER,driver,13,13
2024,8,VRB_RIC,RIC,driver,0,0
2024,8,VRB_TSU,TSU,driver,7,7
2024,8,WIL_ALB,ALB,driver,5,5
2024,8,WIL_SAR,SAR,driver,1,1
2024,9,ALP_GAS,GAS,driver,14,14
2024,9,ALP_OCO,OCO,driver,16,16
2024,9,AST_ALO,ALO,driver,14,14
2024,9,AST_STR,STR,driver,14,14
2024,9,FER_BEA,BEA,driver,0,0
2024,9,FER_LEC,LEC,driver,-16,4
2024,9,FER_SAI,SAI,driver,-16,4
2024,9,HAA_HUL,HUL,driver,19,19
2024,9,HAA_MAG,MAG,driver,14,14
2024,9,KCK_BOT,BOT,driver,8,8
2024,9,KCK_ZHO,ZHO,driver,6,6
2024,9,MCL_NOR,NOR,driver,40,40
2024,9,MCL_PIA,PIA,driver,17,18
2024,9,MER_HAM,HAM,driver,32,32
2024,9,MER_RUS,RUS,driver,27,29
2024,9,RED_PER,PER,driver,-17,3
2024,9,RED_VER,VER,driver,37,37
2024,9,VRB_RIC,RIC,driver,9,12
2024,9,VRB_TSU,TSU,driver,0,6
2024,9,WIL_ALB,ALB,driver,-12,8
2024,9,WIL_SAR,SAR,driver,-19,1
2024,10,ALP_GAS,GAS,driver,7,9
2024,10,ALP_OCO,OCO,driver,4,6
2024,10,AST_ALO,ALO,driver,1,3
2024,10,AST_STR,STR,driver,6,6
2024,10,FER_BEA,BEA,driver,0,0
2024,10,FER_LEC,LEC,driver,18,18
2024,10,FER_SAI,SAI,driver,16,16
2024,10,HAA_HUL,HUL,driver,6,6
2024,10,HAA_MAG,MAG,driver,4,5
2024,10,KCK_BOT,BOT,driver,1,5
2024,10,KCK_ZHO,ZHO,driver,4,4
2024,10,MCL_NOR,NOR,driver,51,52
2024,10,MCL_PIA,PIA,driver,15,15
2024,10,MER_HAM,HAM,driver,29,29
2024,10,MER_RUS,RUS,driver,27,27
2024,10,RED_PER,PER,driver,19,19
2024,10,RED_VER,VER,driver,38,38
2024,10,VRB_RIC,RIC,driver,7,7
2024,10,VRB_TSU,TSU,driver,4,6
2024,10,WIL_ALB,ALB,driver,4,4
2024,10,WIL_SAR,SAR,driver,1,2
2024,11,ALP_GAS,GAS,driver,12,15
2024,11,ALP_OCO,OCO,driver,4,9
2024,11,AST_ALO,ALO,driver,10,15
2024,11,AST_STR,STR,driver,16,16
2024,11,FER_BEA,BEA,driver,0,0
2024,11,FER_LEC,LEC,driver,16,21
2024,11,FER_SAI,SAI,driver,28,28
2024,11,HAA_HUL,HUL,driver,20,22
2024,11,HAA_MAG,MAG,driver,16,16
2024,11,KCK_BOT,BOT,driver,8,8
2024,11,KCK_ZHO,ZHO,driver,2,3
2024,11,MCL_NOR,NOR,driver,13,32
2024,11,MCL_PIA,PIA,driver,42,42
2024,11,MER_HAM,HAM,driver,23,23
2024,11,MER_RUS,RUS,driver,43,43
2024,11,RED_PER,PER,driver,18,19
2024,11,RED_VER,VER,driver,25,29
2024,11,VRB_RIC,RIC,driver,10,10
2024,11,VRB_TSU,TSU,driver,10,10
2024,11,WIL_ALB,ALB,driver,12,12
2024,11,WIL_SAR,SAR,driver,0,1
2024,12,ALP_GAS,GAS,driver,-20,0
2024,12,ALP_OCO,OCO,driver,6,6
2024,12,AST_ALO,ALO,driver,9,9
2024,12,AST_STR,STR,driver,12,12
2024,12,FER_BEA,BEA,driver,0,0
2024,12,FER_LEC,LEC,driver,2,5
2024,12,FER_SAI,SAI,driver,28,28
2024,12,HAA_HUL,HUL,driver,14,14
2024,12,HAA_MAG,MAG,driver,11,11
2024,12,KCK_BOT,BOT,driver,4,4
2024,12,KCK_ZHO,ZHO,driver,-2,2
2024,12,MCL_NOR,NOR,driver,26,26
2024,12,MCL_PIA,PIA,driver,23,23
2024,12,MER_HAM,HAM,driver,47,47
2024,12,MER_RUS,RUS,driver,-9,11
2024,12,RED_PER,PER,driver,6,6
2024,12,RED_VER,VER,driver,29,29
2024,12,VRB_RIC,RIC,driver,6,6
2024,12,VRB_TSU,TSU,driver,7,7
2024,12,WIL_ALB,ALB,driver,6,6
2024,12,WIL_SAR,SAR,driver,4,4
2024,13,ALP_GAS,GAS,driver,-19,1
2024,13,ALP_OCO,OCO,driver,7,7
2024,13,AST_ALO,ALO,driver,4,8
2024,13,AST_STR,STR,driver,9,11
2024,13,FER_BEA,BEA,driver,0,0
2024,13,FER_LEC,LEC,driver,20,20
2024,13,FER_SAI,SAI,driver,17,19
2024,13,HAA_HUL,HUL,driver,0,2
2024,13,HAA_MAG,MAG,driver,7,7
2024,13,KCK_BOT,BOT,driver,1,5
2024,13,KCK_ZHO,ZHO,driver,0,1
2024,13,MCL_NOR,NOR,driver,28,29
2024,13,MCL_PIA,PIA,driver,46,46
2024,13,MER_HAM,HAM,driver,26,26
2024,13,MER_RUS,RUS,driver,27,27
2024,13,RED_PER,PER,driver,20,20
2024,13,RED_VER,VER,driver,17,19
2024,13,VRB_RIC,RIC,driver,1,4
2024,13,VRB_TSU,TSU,driver,4,4
2024,13,WIL_ALB,ALB,driver,5,6
2024,13,WIL_SAR,SAR,driver,1,4
2024,14,ALP_GAS,GAS,driver,3,4
2024,14,ALP_OCO,OCO,driver,10,10
2024,14,AST_ALO,ALO,driver,9,9
2024,14,AST_STR,STR,driver,7,7
2024,14,FER_BEA,BEA,driver,0,0
2024,14,FER_LEC,LEC,driver,22,24
2024,14,FER_SAI,SAI,driver,15,15
2024,14,HAA_HUL,HUL,driver,2,4
2024,14,HAA_MAG,MAG,driver,6,6
2024,14,KCK_BOT,BOT,driver,3,4
2024,14,KCK_ZHO,ZHO,driver,-18,2
2024,14,MCL_NOR,NOR,driver,17,18
2024,14,MCL_PIA,PIA,driver,30,30
2024,14,MER_HAM,HAM,driver,46,46
2024,14,MER_RUS,RUS,driver,-21,4
2024,14,RED_PER,PER,driver,19,24
2024,14,RED_VER,VER,driver,35,35
2024,14,VRB_RIC,RIC,driver,8,8
2024,14,VRB_TSU,TSU,driver,6,6
2024,14,WIL_ALB,ALB,driver,2,4
2024,14,WIL_SAR,SAR,driver,2,2
2024,15,ALP_GAS,GAS,driver,9,9
2024,15,ALP_OCO,OCO,driver,3,3
2024,15,AST_ALO,ALO,driver,6,9
2024,15,AST_STR,STR,driver,1,6
2024,15,FER_BEA,BEA,driver,0,0
2024,15,FER_LEC,LEC,driver,26,26
2024,15,FER_SAI,SAI,driver,20,20
2024,15,HAA_HUL,HUL,driver,6,6
2024,15,HAA_MAG,MAG,driver,7,7
2024,15,KCK_BOT,BOT,driver,1,4
2024,15,KCK_ZHO,ZHO,driver,-2,1
2024,15,MCL_NOR,NOR,driver,56,56
2024,15,MCL_PIA,PIA,driver,20,21
2024,15,MER_HAM,HAM,driver,21,21
2024,15,MER_RUS,RUS,driver,13,16
2024,15,RED_PER,PER,driver,14,15
2024,15,RED_VER,VER,driver,28,28
2024,15,VRB_RIC,RIC,driver,5,5
2024,15,VRB_TSU,TSU,driver,-3,3
2024,15,WIL_ALB,ALB,driver,-2,13
2024,15,WIL_SAR,SAR,driver,0,5
2024,16,ALP_GAS,GAS,driver,1,2
2024,16,ALP_OCO,OCO,driver,4,4
2024,16,AST_ALO,ALO,driver,6,6
2024,16,AST_STR,STR,driver,4,6
2024,16,FER_BEA,BEA,driver,0,0
2024,16,FER_LEC,LEC,driver,46,46
2024,16,FER_SAI,SAI,driver,19,19
2024,16,HAA_HUL,HUL,driver,-3,4
2024,16,HAA_MAG,MAG,driver,9,9
2024,16,KCK_BOT,BOT,driver,6,6
2024,16,KCK_ZHO,ZHO,driver,4,4
2024,16,MCL_NOR,NOR,driver,36,38
2024,16,MCL_PIA,PIA,driver,29,29
2024,16,MER_HAM,HAM,driver,18,18
2024,16,MER_RUS,RUS,driver,21,25
2024,16,RED_PER,PER,driver,15,15
2024,16,RED_VER,VER,driver,15,15
2024,16,VRB_RIC,RIC,driver,1,2
2024,16,VRB_TSU,TSU,driver,-17,3
2024,16,WIL_ALB,ALB,driver,6,6
2024,16,WIL_COL,COL,driver,11,11
2024,16,WIL_SAR,SAR,driver,0,0
2024,17,ALP_GAS,GAS,driver,-4,11
2024,17,ALP_OCO,OCO,driver,7,7
2024,17,AST_ALO,ALO,driver,14,14
2024,17,AST_STR,STR,driver,-3,3
2024,17,FER_LEC,LEC,driver,28,29
2024,17,FER_SAI,SAI,driver,-4,11
2024,17,HAA_BEA,BEA,driver,7,7
2024,17,HAA_HUL,HUL,driver,6,6
2024,17,HAA_MAG,MAG,driver,-25,0
2024,17,KCK_BOT,BOT,driver,1,1
2024,17,KCK_ZHO,ZHO,driver,7,7
2024,17,MCL_NOR,NOR,driver,38,38
2024,17,MCL_PIA,PIA,driver,47,47
2024,17,MER_HAM,HAM,driver,26,26
2024,17,MER_RUS,RUS,driver,26,26
2024,17,RED_PER,PER,driver,-2,11
2024,17,RED_VER,VER,driver,18,18
2024,17,VRB_RIC,RIC,driver,2,2
2024,17,VRB_TSU,TSU,driver,-19,1
2024,17,WIL_ALB,ALB,driver,12,12
2024,17,WIL_COL,COL,driver,9,9
2024,17,WIL_SAR,SAR,driver,-25,0
2024,18,ALP_GAS,GAS,driver,4,4
2024,18,ALP_OCO,OCO,driver,6,6
2024,18,AST_ALO,ALO,driver,9,10
2024,18,AST_STR,STR,driver,4,4
2024,18,FER_LEC,LEC,driver,21,21
2024,18,FER_SAI,SAI,driver,18,18
2024,18,HAA_BEA,BEA,driver,-25,0
2024,18,HAA_HUL,HUL,driver,6,9
2024,18,HAA_MAG,MAG,driver,-1,4
2024,18,KCK_BOT,BOT,driver,3,3
2024,18,KCK_ZHO,ZHO,driver,6,6
2024,18,MCL_NOR,NOR,driver,35,35
2024,18,MCL_PIA,PIA,driver,26,26
2024,18,MER_HAM,HAM,driver,17,20
2024,18,MER_RUS,RUS,driver,19,19
2024,18,RED_PER,PER,driver,9,9
2024,18,RED_VER,VER,driver,28,28
2024,18,VRB_RIC,RIC,driver,23,25
2024,18,VRB_TSU,TSU,driver,4,8
2024,18,WIL_ALB,ALB,driver,-16,4
2024,18,WIL_COL,COL,driver,6,6
2024,18,WIL_SAR,SAR,driver,-25,0
2024,19,ALP_GAS,GAS,driver,-1,7
2024,19,ALP_OCO,OCO,driver,10,16
2024,19,AST_ALO,ALO,driver,-4,6
2024,19,AST_STR,STR,driver,4,6
2024,19,FER_LEC,LEC,driver,55,56
2024,19,FER_SAI,SAI,driver,42,42
2024,19,HAA_BEA,BEA,driver,-45,0
2024,19,HAA_HUL,HUL,driver,11,13
2024,19,HAA_MAG,MAG,driver,9,12
2024,19,KCK_BOT,BOT,driver,1,4
2024,19,KCK_ZHO,ZHO,driver,6,7
2024,19,MCL_NOR,NOR,driver,30,33
2024,19,MCL_PIA,PIA,driver,30,30
2024,19,MER_HAM,HAM,driver,-10,10
2024,19,MER_RUS,RUS,driver,38,41
2024,19,RED_PER,PER,driver,19,19
2024,19,RED_VER,VER,driver,38,39
2024,19,VRB_LAW,LAW,driver,20,21
2024,19,VRB_RIC,RIC,driver,-45,0
2024,19,VRB_TSU,TSU,driver,2,8
2024,19,WIL_ALB,ALB,driver,11,13
2024,19,WIL_COL,COL,driver,9,11
2024,19,WIL_SAR,SAR,driver,-45,0
2024,20,ALP_GAS,GAS,driver,6,8
2024,20,ALP_OCO,OCO,driver,10,10
2024,20,AST_ALO,ALO,driver,-19,1
2024,20,AST_STR,STR,driver,11,11
2024,20,FER_LEC,LEC,driver,35,35
2024,20,FER_SAI,SAI,driver,47,47
2024,20,HAA_BEA,BEA,driver,-25,0
2024,20,HAA_HUL,HUL,driver,9,9
2024,20,HAA_MAG,MAG,driver,15,15
2024,20,KCK_BOT,BOT,driver,2,2
2024,20,KCK_ZHO,ZHO,driver,7,7
2024,20,MCL_NOR,NOR,driver,29,29
2024,20,MCL_PIA,PIA,driver,26,26
2024,20,MER_HAM,HAM,driver,24,24
2024,20,MER_RUS,RUS,driver,20,20
2024,20,RED_PER,PER,driver,10,10
2024,20,RED_VER,VER,driver,21,25
2024,20,VRB_LAW,LAW,driver,4,8
2024,20,VRB_RIC,RIC,driver,-25,0
2024,20,VRB_TSU,TSU,driver,-20,0
2024,20,WIL_ALB,ALB,driver,-18,2
2024,20,WIL_COL,COL,driver,8,8
2024,20,WIL_SAR,SAR,driver,-25,0
2024,21,ALP_GAS,GAS,driver,30,30
2024,21,ALP_OCO,OCO,driver,36,36
2024,21,AST_ALO,ALO,driver,1,6
2024,21,AST_STR,STR,driver,-18,2
2024,21,FER_LEC,LEC,driver,26,26
2024,21,FER_SAI,SAI,driver,-12,8
2024,21,HAA_BEA,BEA,driver,14,18
2024,21,HAA_HUL,HUL,driver,-42,3
2024,21,HAA_MAG,MAG,driver,-45,0
2024,21,KCK_BOT,BOT,driver,-2,1
2024,21,KCK_ZHO,ZHO,driver,9,9
2024,21,MCL_NOR,NOR,driver,24,29
2024,21,MCL_PIA,PIA,driver,16,17
2024,21,MER_HAM,HAM,driver,15,15
2024,21,MER_RUS,RUS,driver,25,27
2024,21,RED_PER,PER,driver,26,26
2024,21,RED_VER,VER,driver,77,77
2024,21,VRB_LAW,LAW,driver,9,14
2024,21,VRB_RIC,RIC,driver,-45,0
2024,21,VRB_TSU,TSU,driver,17,21
2024,21,WIL_ALB,ALB,driver,-15,6
2024,21,WIL_COL,COL,driver,-10,10
2024,21,WIL_SAR,SAR,driver,-45,0
2024,22,ALP_GAS,GAS,driver,-12,8
2024,22,ALP_OCO,OCO,driver,-5,1
2024,22,AST_ALO,ALO,driver,11,11
2024,22,AST_STR,STR,driver,4,4
2024,22,FER_LEC,LEC,driver,28,28
2024,22,FER_SAI,SAI,driver,31,32
2024,22,HAA_BEA,BEA,driver,-25,0
2024,22,HAA_HUL,HUL,driver,17,17
2024,22,HAA_MAG,MAG,driver,5,5
2024,22,KCK_BOT,BOT,driver,2,2
2024,22,KCK_ZHO,ZHO,driver,5,5
2024,22,MCL_NOR,NOR,driver,29,29
2024,22,MCL_PIA,PIA,driver,22,22
2024,22,MER_HAM,HAM,driver,46,46
2024,22,MER_RUS,RUS,driver,36,36
2024,22,RED_PER,PER,driver,18,18
2024,22,RED_VER,VER,driver,22,22
2024,22,VRB_LAW,LAW,driver,2,4
2024,22,VRB_RIC,RIC,driver,-25,0
2024,22,VRB_TSU,TSU,driver,9,11
2024,22,WIL_ALB,ALB,driver,-16,4
2024,22,WIL_COL,COL,driver,10,10
2024,22,WIL_SAR,SAR,driver,-25,0
2024,23,ALP_GAS,GAS,driver,21,22
2024,23,ALP_OCO,OCO,driver,-13,7
2024,23,AST_ALO,ALO,driver,18,18
2024,23,AST_STR,STR,driver,-14,6
2024,23,FER_LEC,LEC,driver,38,38
2024,23,FER_SAI,SAI,driver,22,22
2024,23,HAA_BEA,BEA,driver,-45,0
2024,23,HAA_HUL,HUL,driver,-12,8
2024,23,HAA_MAG,MAG,driver,21,21
2024,23,KCK_BOT,BOT,driver,12,12
2024,23,KCK_ZHO,ZHO,driver,27,28
2024,23,MCL_NOR,NOR,driver,25,33
2024,23,MCL_PIA,PIA,driver,36,36
2024,23,MER_HAM,HAM,driver,12,18
2024,23,MER_RUS,RUS,driver,25,29
2024,23,RED_PER,PER,driver,-15,6
2024,23,RED_VER,VER,driver,39,41
2024,23,VRB_LAW,LAW,driver,3,9
2024,23,VRB_RIC,RIC,driver,-45,0
2024,23,VRB_TSU,TSU,driver,10,11
2024,23,WIL_ALB,ALB,driver,5,8
2024,23,WIL_COL,COL,driver,-16,4
2024,23,WIL_SAR,SAR,driver,-45,0
2024,24,ALP_DOO,DOO,driver,8,8
2024,24,ALP_GAS,GAS,driver,14,16
2024,24,ALP_OCO,OCO,driver,-25,0
2024,24,AST_ALO,ALO,driver,7,8
2024,24,AST_STR,STR,driver,6,7
2024,24,FER_LEC,LEC,driver,55,55
2024,24,FER_SAI,SAI,driver,27,27
2024,24,HAA_BEA,BEA,driver,-25,0
2024,24,HAA_HUL,HUL,driver,12,13
2024,24,HAA_MAG,MAG,driver,13,15
2024,24,KCK_BOT,BOT,driver,-16,4
2024,24,KCK_ZHO,ZHO,driver,8,8
2024,24,MCL_NOR,NOR,driver,35,35
2024,24,MCL_PIA,PIA,driver,10,18
2024,24,MER_HAM,HAM,driver,33,33
2024,24,MER_RUS,RUS,driver,17,17
2024,24,RED_PER,PER,driver,-18,2
2024,24,RED_VER,VER,driver,23,25
2024,24,VRB_LAW,LAW,driver,-3,2
2024,24,VRB_RIC,RIC,driver,-25,0
2024,24,VRB_TSU,TSU,driver,8,9
2024,24,WIL_ALB,ALB,driver,11,11
2024,24,WIL_COL,COL,driver,-20,0
2024,24,WIL_SAR,SAR,driver,-25,0
