season,round,id,abbr,price,priceChange,percentOwned,x2PercentOwned
2024,1,ALP,ALP,8.4,-0.1,9,
2024,1,AST,AST,13.6,0.5,22,
2024,1,FER,FER,19.3,0.3,35,
2024,1,HAA,HAA,6.3,-0.1,6,
2024,1,KCK,KCK,6.6,-0.1,8,
2024,1,MCL,MCL,23.2,0.1,15,
2024,1,MER,MER,20.1,0.1,19,
2024,1,RED,RED,27.9,0.1,30,
2024,1,VRB,VRB,8.5,-0.1,38,
2024,1,WIL,WIL,6.3,-0.1,19,
2024,2,ALP,ALP,8.3,-0.2,8,
2024,2,AST,AST,14.1,-0.1,21,
2024,2,FER,FER,19.6,0.3,38,
2024,2,HAA,HAA,6.2,0.5,12,
2024,2,KCK,KCK,6.5,-0.2,7,
2024,2,MCL,MCL,23.3,0.3,14,
2024,2,MER,MER,20.2,0.1,16,
2024,2,RED,RED,28,0.2,31,
2024,2,VRB,VRB,8.4,-0.1,33,
2024,2,WIL,WIL,6.2,0.5,19,
2024,3,ALP,ALP,8.1,-0.1,7,
2024,3,AST,AST,14,0.5,21,
2024,3,FER,FER,19.9,1,40,
2024,3,HAA,HAA,6.7,0.5,14,
2024,3,KCK,KCK,6.3,-0.1,7,
2024,3,MCL,MCL,23.6,0.3,14,
2024,3,MER,MER,20.3,-0.5,15,
2024,3,RED,RED,28.2,0,30,
2024,3,VRB,VRB,8.3,0.5,33,
2024,3,WIL,WIL,6.7,-0.1,18,
2024,4,ALP,ALP,8,-0.1,7,
2024,4,AST,AST,14.5,0.5,21,
2024,4,FER,FER,20.9,0.3,40,
2024,4,HAA,HAA,7.2,0.5,16,
2024,4,KCK,KCK,6.2,-0.2,7,
2024,4,MCL,MCL,23.9,0.1,14,
2024,4,MER,MER,19.8,0.1,14,
2024,4,RED,RED,28.2,0.2,31,
2024,4,VRB,VRB,8.8,-0.2,31,
2024,4,WIL,WIL,6.6,-0.2,17,
2024,5,ALP,ALP,7.9,0.5,7,
2024,5,AST,AST,15,0.1,21,
2024,5,FER,FER,21.2,0.3,40,
2024,5,HAA,HAA,7.7,0.5,17,
2024,5,KCK,KCK,6,-0.1,7,
2024,5,MCL,MCL,24,0.1,15,
2024,5,MER,MER,19.9,0.3,14,
2024,5,RED,RED,28.4,0.2,31,
2024,5,VRB,VRB,8.6,-0.2,30,
2024,5,WIL,WIL,6.4,-0.1,17,
2024,6,ALP,ALP,8.4,0.5,7,
2024,6,AST,AST,15.1,-0.5,20,
2024,6,FER,FER,21.5,0.3,41,
2024,6,HAA,HAA,8.2,0.5,17,
2024,6,KCK,KCK,5.9,0.5,7,
2024,6,MCL,MCL,24.1,0.1,16,
2024,6,MER,MER,20.2,0.1,14,
2024,6,RED,RED,28.6,0.1,30,
2024,6,VRB,VRB,8.4,0.5,30,
2024,6,WIL,WIL,6.3,-0.1,17,
2024,7,ALP,ALP,8.9,-0.1,7,
2024,7,AST,AST,14.6,0.5,20,
2024,7,FER,FER,21.8,0.3,42,
2024,7,HAA,HAA,8.7,0.5,17,
2024,7,KCK,KCK,6.4,-0.1,7,
2024,7,MCL,MCL,24.2,0.3,17,
2024,7,MER,MER,20.3,0.3,14,
2024,7,RED,RED,28.7,0.1,29,
2024,7,VRB,VRB,8.9,-0.1,30,
2024,7,WIL,WIL,6.2,-0.2,17,
2024,8,ALP,ALP,8.8,-0.2,7,
2024,8,AST,AST,15.1,0.1,20,
2024,8,FER,FER,22.1,1,41,
2024,8,HAA,HAA,9.2,-0.2,15,
2024,8,KCK,KCK,6.3,0.5,8,
2024,8,MCL,MCL,24.5,1,18,
2024,8,MER,MER,20.6,1,14,
2024,8,RED,RED,28.8,0,28,
2024,8,VRB,VRB,8.8,0.5,32,
2024,8,WIL,WIL,6,0.5,17,
2024,9,ALP,ALP,8.6,0.5,8,
2024,9,AST,AST,15.2,0.3,19,
2024,9,FER,FER,23.1,-0.5,41,
2024,9,HAA,HAA,9,0.5,15,
2024,9,KCK,KCK,6.8,0.5,8,
2024,9,MCL,MCL,25.5,0.1,18,
2024,9,MER,MER,21.6,0.3,15,
2024,9,RED,RED,28.8,0,27,
2024,9,VRB,VRB,9.3,0.5,32,
2024,9,WIL,WIL,6.5,-0.2,17,
2024,10,ALP,ALP,9.1,0.5,10,
2024,10,AST,AST,15.5,-0.3,19,
2024,10,FER,FER,22.6,0.1,39,
2024,10,HAA,HAA,9.5,-0.1,14,
2024,10,KCK,KCK,7.3,-0.1,8,
2024,10,MCL,MCL,25.6,0.1,19,
2024,10,MER,MER,21.9,0.3,16,
2024,10,RED,RED,28.8,0.1,27,
2024,10,VRB,VRB,9.8,-0.1,31,
2024,10,WIL,WIL,6.3,-0.1,17,
2024,11,ALP,ALP,9.6,0.5,9,
2024,11,AST,AST,15.2,0.1,19,
2024,11,FER,FER,22.7,0.3,37,
2024,11,HAA,HAA,9.4,0.5,15,
2024,11,KCK,KCK,7.2,-0.1,8,
2024,11,MCL,MCL,25.7,0,21,
2024,11,MER,MER,22.2,0.3,17,
2024,11,RED,RED,28.9,0,27,
2024,11,VRB,VRB,9.7,0.5,30,
2024,11,WIL,WIL,6.2,-0.1,17,
2024,12,ALP,ALP,10.1,-0.2,9,
2024,12,AST,AST,15.3,0.1,19,
2024,12,FER,FER,23,0.1,35,
2024,12,HAA,HAA,9.9,0.5,16,
2024,12,KCK,KCK,7.1,-0.1,8,
2024,12,MCL,MCL,25.7,0.1,22,
2024,12,MER,MER,22.5,0.1,18,
2024,12,RED,RED,28.9,0.1,26,
2024,12,VRB,VRB,10.2,0.5,30,
2024,12,WIL,WIL,6.1,0.5,18,
2024,13,ALP,ALP,9.9,-0.2,8,
2024,13,AST,AST,15.4,0.1,19,
2024,13,FER,FER,23.1,0.3,35,
2024,13,HAA,HAA,10.4,-0.1,16,
2024,13,KCK,KCK,7,-0.1,8,
2024,13,MCL,MCL,25.8,0.1,23,
2024,13,MER,MER,22.6,0.3,17,
2024,13,RED,RED,29,0.1,26,
2024,13,VRB,VRB,10.7,0.5,30,
2024,13,WIL,WIL,6.6,-0.1,18,
2024,14,ALP,ALP,9.7,0.5,9,
2024,14,AST,AST,15.5,0.1,19,
2024,14,FER,FER,23.4,0.3,33,
2024,14,HAA,HAA,10.3,-0.1,16,
2024,14,KCK,KCK,6.9,-0.2,8,
2024,14,MCL,MCL,25.9,0.1,24,
2024,14,MER,MER,22.9,0.1,19,
2024,14,RED,RED,29,0.1,25,
2024,14,VRB,VRB,11.2,0.5,30,
2024,14,WIL,WIL,6.5,-0.1,18,
2024,15,ALP,ALP,10.2,0.5,9,
2024,15,AST,AST,15.6,0.1,19,
2024,15,FER,FER,23.7,0.3,34,
2024,15,HAA,HAA,10.2,0.5,16,
2024,15,KCK,KCK,6.7,-0.2,8,
2024,15,MCL,MCL,26,0.1,25,
2024,15,MER,MER,23,0.1,18,
2024,15,RED,RED,29.1,0.1,25,
2024,15,VRB,VRB,11.7,0.5,29,
2024,15,WIL,WIL,6.4,-0.2,19,
2024,16,ALP,ALP,10.7,0.5,9,
2024,16,AST,AST,15.7,-0.3,19,
2024,16,FER,FER,24,0.3,35,
2024,16,HAA,HAA,10.7,-0.1,15,
2024,16,KCK,KCK,6.5,-0.1,8,
2024,16,MCL,MCL,26.1,0.1,25,
2024,16,MER,MER,23.1,0.3,17,
2024,16,RED,RED,29.2,0,24,
2024,16,VRB,VRB,12.2,-0.2,28,
2024,16,WIL,WIL,6.2,0.5,20,
2024,17,ALP,ALP,11.2,-0.1,8,
2024,17,AST,AST,15.4,0.1,18,
2024,17,FER,FER,24.3,0.1,36,
2024,17,HAA,HAA,10.6,0.5,15,
2024,17,KCK,KCK,6.4,0.5,8,
2024,17,MCL,MCL,26.2,0.2,26,
2024,17,MER,MER,23.4,0.3,16,
2024,17,RED,RED,29.2,0,24,
2024,17,VRB,VRB,12,-0.2,28,
2024,17,WIL,WIL,6.7,0.5,21,
2024,18,ALP,ALP,11.1,-0.1,8,
2024,18,AST,AST,15.5,0.1,19,
2024,18,FER,FER,24.4,0.3,36,
2024,18,HAA,HAA,11.1,-0.1,15,
2024,18,KCK,KCK,6.9,-0.1,8,
2024,18,MCL,MCL,26.4,0.1,27,
2024,18,MER,MER,23.7,0.3,16,
2024,18,RED,RED,29.2,0.1,23,
2024,18,VRB,VRB,11.8,0.5,28,
2024,18,WIL,WIL,7.2,-0.2,22,
2024,19,ALP,ALP,11,-0.1,8,
2024,19,AST,AST,15.6,-0.3,18,
2024,19,FER,FER,24.7,0.3,37,
2024,19,HAA,HAA,11,0.5,15,
2024,19,KCK,KCK,6.8,-0.1,8,
2024,19,MCL,MCL,26.5,0.1,27,
2024,19,MER,MER,24,0.1,15,
2024,19,RED,RED,29.3,0.1,23,
2024,19,VRB,VRB,12.3,0.5,28,
2024,19,WIL,WIL,7,-0.1,22,
2024,20,ALP,ALP,10.9,0.5,8,
2024,20,AST,AST,15.3,-0.5,18,
2024,20,FER,FER,25,0.1,37,
2024,20,HAA,HAA,11.5,0.5,16,
2024,20,KCK,KCK,6.7,-0.1,8,
2024,20,MCL,MCL,26.6,0.1,27,
2024,20,MER,MER,24.1,0.3,15,
2024,20,RED,RED,29.4,0,23,
2024,20,VRB,VRB,12.8,-0.2,27,
2024,20,WIL,WIL,6.9,-0.2,22,
2024,21,ALP,ALP,11.4,1,8,
2024,21,AST,AST,14.8,-0.2,18,
2024,21,FER,FER,25.1,0,37,
2024,21,HAA,HAA,12,-0.2,16,
2024,21,KCK,KCK,6.6,0.5,8,
2024,21,MCL,MCL,26.7,0.1,27,
2024,21,MER,MER,24.4,0.3,14,
2024,21,RED,RED,29.4,0.2,23,
2024,21,VRB,VRB,12.6,0.5,27,
2024,21,WIL,WIL,6.7,-0.2,22,
2024,22,ALP,ALP,12.4,-0.2,8,
2024,22,AST,AST,14.6,-0.1,18,
2024,22,FER,FER,25.1,0.1,37,
2024,22,HAA,HAA,11.8,0.5,16,
2024,22,KCK,KCK,7.1,-0.1,8,
2024,22,MCL,MCL,26.8,0.1,27,
2024,22,MER,MER,24.7,0.3,15,
2024,22,RED,RED,29.6,0.1,23,
2024,22,VRB,VRB,13.1,-0.1,27,
2024,22,WIL,WIL,6.5,-0.2,22,
2024,23,ALP,ALP,12.2,-0.1,8,
2024,23,AST,AST,14.5,-0.1,18,
2024,23,FER,FER,25.2,0.1,37,
2024,23,HAA,HAA,12.3,-0.1,16,
2024,23,KCK,KCK,7,0.5,8,
2024,23,MCL,MCL,26.9,0.1,27,
2024,23,MER,MER,25,0.1,15,
2024,23,RED,RED,29.7,0,22,
2024,23,VRB,VRB,13,-0.1,27,
2024,23,WIL,WIL,6.3,-0.2,22,
2024,24,ALP,ALP,12.1,0.5,8,
2024,24,AST,AST,14.4,0.5,18,
2024,24,FER,FER,25.3,0.1,37,
2024,24,HAA,HAA,12.2,0.5,16,
2024,24,KCK,KCK,7.5,-0.2,8,
2024,24,MCL,MCL,27,0.1,27,
2024,24,MER,MER,25.1,0.1,15,
2024,24,RED,RED,29.7,0,22,
2024,24,VRB,VRB,12.9,-0.1,27,
2024,24,WIL,WIL,6.1,-0.2,22,
