season,round,id,abbr,type,totalPoints,nnTotalPoints
2025,21,KCK_HUL,HUL,driver,5,10
2025,21,MCL_NOR,NOR,driver,49,49
2025,21,MCL_PIA,PIA,driver,-1,20
2025,21,MER_ANT,ANT,driver,40,40
2025,21,MER_RUS,RUS,driver,31,31
2025,21,RED_LAW,LAW,driver,-45,0
2025,21,RED_TSU,TSU,driver,11,11
2025,21,RED_VER,VER,driver,63,63
2025,21,VRB_HAD,HAD,driver,13,17
2025,21,VRB_LAW,LAW,driver,14,14
2025,21,VRB_TSU,TSU,driver,-45,0
2025,21,WIL_ALB,ALB,driver,19,24
2025,21,WIL_SAI,SAI,driver,15,15
2025,22,ALP_COL,COL,driver,0,0
2025,22,ALP_DOO,DOO,driver,-25,0
2025,22,ALP_GAS,GAS,driver,-2,1
2025,22,AST_ALO,ALO,driver,2,6
2025,22,AST_STR,STR,driver,-20,0
2025,22,FER_HAM,HAM,driver,18,18
2025,22,FER_LEC,LEC,driver,23,23
2025,22,HAA_BEA,BEA,driver,10,10
2025,22,HAA_OCO,OCO,driver,9,9
2025,22,KCK_BOR,BOR,driver,-20,0
2025,22,KCK_HUL,HUL,driver,11,11
2025,22,MCL_NOR,NOR,driver,-10,10
2025,22,MCL_PIA,PIA,driver,-14,6
2025,22,MER_ANT,ANT,driver,32,32
2025,22,MER_RUS,RUS,driver,30,30
2025,22,RED_LAW,LAW,driver,-25,0
2025,22,RED_TSU,TSU,driver,9,9
2025,22,RED_VER,VER,driver,56,56
2025,22,VRB_HAD,HAD,driver,16,16
2025,22,VRB_LAW,LAW,driver,-1,7
2025,22,VRB_TSU,TSU,driver,-25,0
2025,22,WIL_ALB,ALB,driver,-17,3
2025,22,WIL_SAI,SAI,driver,16,18
2025,23,ALP_COL,COL,driver,6,6
2025,23,ALP_DOO,DOO,driver,-45,0
2025,23,ALP_GAS,GAS,driver,3,10
2025,23,AST_ALO,ALO,driver,12,15
2025,23,AST_STR,STR,driver,2,4
2025,23,FER_HAM,HAM,driver,10,10
2025,23,FER_LEC,LEC,driver,5,9
2025,23,HAA_BEA,BEA,driver,-17,3
2025,23,HAA_OCO,OCO,driver,6,6
2025,23,KCK_BOR,BOR,driver,14,14
2025,23,KCK_HUL,HUL,driver,-18,4
2025,23,MCL_NOR,NOR,driver,25,27
2025,23,MCL_PIA,PIA,driver,46,47
2025,23,MER_ANT,ANT,driver,23,23
2025,23,MER_RUS,RUS,driver,22,24
2025,23,RED_LAW,LAW,driver,-45,0
2025,23,RED_TSU,TSU,driver,12,12
2025,23,RED_VER,VER,driver,55,55
2025,23,VRB_HAD,HAD,driver,1,13
2025,23,VRB_LAW,LAW,driver,11,11
2025,23,VRB_TSU,TSU,driver,-45,0
2025,23,WIL_ALB,ALB,driver,5,5
2025,23,WIL_SAI,SAI,driver,27,27
2025,24,ALP_COL,COL,driver,0,0
2025,24,ALP_DOO,DOO,driver,-25,0
2025,24,ALP_GAS,GAS,driver,3,3
2025,24,AST_ALO,ALO,driver,17,17
2025,24,AST_STR,STR,driver,20,20
2025,24,FER_HAM,HAM,driver,28,28
2025,24,FER_LEC,LEC,driver,35,35
2025,24,HAA_BEA,BEA,driver,6,7
2025,24,HAA_OCO,OCO,driver,21,21
2025,24,KCK_BOR,BOR,driver,6,10
2025,24,KCK_HUL,HUL,driver,24,24
2025,24,MCL_NOR,NOR,driver,29,30
2025,24,MCL_PIA,PIA,driver,28,28
2025,24,MER_ANT,ANT,driver,5,6
2025,24,MER_RUS,RUS,driver,20,21
2025,24,RED_LAW,LAW,driver,-25,0
2025,24,RED_TSU,TSU,driver,1,5
2025,24,RED_VER,VER,driver,46,46
2025,24,VRB_HAD,HAD,driver,-2,6
2025,24,VRB_LAW,LAW,driver,1,6
2025,24,VRB_TSU,TSU,driver,-25,0
2025,24,WIL_ALB,ALB,driver,10,10
2025,24,WIL_SAI,SAI,driver,3,4
